date,Close,High,Low,Open,Volume,real_GDP,PER,PBR,EPS,SMA_5,EMA_5,RSI_5,SMA_10,EMA_10,RSI_10,SMA_20,EMA_20,RSI_20,SMA_30,EMA_30,RSI_30,SMA_60,EMA_60,RSI_60
2010-01-18,44102.703125,44339.1789773237,42802.087821279216,42802.087821279216,950623.0,2.3,23.43,7.420000076293945,7959.0,43937.17421875,43820.84144868034,55.99993656838952,44362.830859375,44221.458410327316,40.845002263756214,44090.8857421875,44708.24685326299,34.12697892459562,42616.8546875,44953.40556682549,40.57968747705746,43068.129296875,45258.587945939864,46.84210594952694
2010-01-19,43866.23046875,45403.32173678626,43393.278729643556,44575.65807740967,982560.0,2.3,23.31,7.380000114440918,7959.0,43629.75546875,43835.97112203689,31.428495914699525,44185.473828125,44156.87151185871,39.725970981435715,44090.8857421875,44628.0548166427,34.12697892459562,42616.8546875,44883.265237917396,40.57968747705746,43068.129296875,45212.936881113965,46.84210594952694
2010-01-20,43984.47265625,44339.18459562218,42802.093244810065,44220.94853853799,882904.0,2.3,23.37,7.400000095367432,7959.0,43582.4609375,43885.471633441266,46.1538852512551,44043.588671875,44125.526265384404,41.666651371600366,44090.8857421875,44566.761277557685,34.12697892459562,42616.8546875,44825.27861974531,40.57968747705746,43068.129296875,45172.65936554465,46.84210594952694
2010-01-21,44693.90625,44930.38216375302,43393.28684029832,43511.52668123489,944717.0,2.3,23.75,7.519999980926514,7959.0,43889.88125,44154.94983896085,78.26106316720868,43960.823828125,44228.868080769054,45.454627365169266,44090.8857421875,44578.87032255219,34.12697892459562,42616.8546875,44816.80298298755,40.57968747705746,43068.129296875,45156.96254208416,46.84210594952694
2010-01-22,43629.7578125,44339.18547340856,43038.569979136046,44102.70958643904,1063557.0,2.3,23.18,7.340000152587891,7959.0,44055.4140625,43979.88583014057,62.06892230576441,43925.35234375,44119.938941083776,47.94519804003296,44090.8857421875,44488.47865492817,34.12697892459562,42616.8546875,44740.21942360126,40.57968747705746,43068.129296875,45106.89025586829,46.84210594952694
2010-01-25,44457.42578125,44457.42578125,42920.33438340196,43038.57044410425,777203.0,2.3,23.62,7.480000019073486,7959.0,44126.35859375,44139.065813843714,56.00011629028699,44031.76640625,44181.30018475036,55.999996476031725,44090.8857421875,44485.521238387395,34.12697892459562,42616.8546875,44721.974672481825,40.57968747705746,43068.129296875,45085.59633866769,46.84210594952694
2010-01-26,44220.9453125,44575.65722599498,43511.51771739071,44339.181360958544,1009548.0,2.3,23.5,7.440000057220459,7959.0,44197.3015625,44166.358980062476,55.99996828455101,43913.528515625,44188.508389795745,41.66668043214801,44090.8857421875,44460.32353116002,34.12697892459562,42616.8546875,44689.65019764429,40.57968747705746,43068.129296875,45057.24712469498,46.84210594952694
2010-01-27,43748.0078125,44457.43563836745,43393.292015506,44102.719841373444,713506.0,2.3,23.24,7.360000133514404,7959.0,44150.00859375,44026.908590874984,46.42874419932722,43866.234765625,44108.41737574198,46.29640506081296,44090.8857421875,44392.483938906684,34.12697892459562,42616.8546875,44628.89907602208,40.57968747705746,43068.129296875,45014.32124560662,46.84210594952694
2010-01-28,43038.5703125,44812.13759444908,42802.09442369881,43629.75815044312,986243.0,2.3,22.87,7.239999771118164,7959.0,43818.94140625,43697.462498083325,25.0,43854.411328125,43913.8997278798,49.019638327257084,44090.8857421875,44263.53978401081,34.12697892459562,42616.8546875,44526.297220310975,40.57968747705746,43068.129296875,44949.54252648837,46.84210594952694
2010-01-29,40910.2890625,43156.80424306698,40200.86143110644,42920.33213405532,1487809.0,2.3,21.74,6.880000114440918,7959.0,43275.04765625,42768.40468622222,18.918969596856996,43665.230859375,43367.78869781074,37.87881366537354,44090.8857421875,43944.18257243835,34.12697892459562,42616.8546875,44293.00637141995,40.57968747705746,43068.129296875,44817.10798668547,46.84210594952694
2010-02-01,39846.15234375,40792.056009245825,39136.72459462813,40792.056009245825,1278997.0,2.3,21.17,6.699999809265137,7959.0,42352.79296875,41794.32057206481,0.0,43239.57578125,42727.49117889061,21.875137117085202,43801.2033203125,43553.89397922994,31.85185312077246,42616.8546875,44006.11256318318,40.57968747705746,43068.129296875,44654.12583445808,46.84210594952694
2010-02-02,39846.15234375,40792.056009245825,39491.44035324914,40200.86810237101,1026583.0,2.3,21.17,6.699999809265137,7959.0,41477.834375,41144.93116262654,0.0,42837.56796875,42203.611390683225,22.58077579720741,43511.5208984375,43200.775728231856,31.85185312077246,42616.8546875,43737.728032897176,40.57968747705746,43068.129296875,44496.4873593529,46.84210594952694
2010-02-03,39373.1953125,40319.09885310676,38663.77142516459,39846.14708280338,2393247.0,2.3,20.92,6.619999885559082,7959.0,40602.871875,40554.352545917696,0.0,42376.440234375,41688.990285559004,20.000071156904525,43210.014453125,42836.24426006692,31.386852864895758,42616.8546875,43456.14527674252,40.57968747705746,43068.129296875,44328.51057093149,46.84210594952694
2010-02-04,40673.8125,41146.7604781735,39727.90900741408,39846.145059927585,2460754.0,2.3,21.61,6.840000152587891,7959.0,40129.9203125,40594.1725306118,26.190479936190997,41974.430859375,41504.41250636646,25.71428706274135,42967.62734375,42630.29837815578,36.0544471478535,42616.8546875,43276.639936307525,40.57968747705746,43068.129296875,44208.68440467143,46.84210594952694
2010-02-05,39491.4375,40200.865197865845,39136.72176700714,39254.96160071139,900955.0,2.3,20.98,6.639999866485596,7959.0,39846.15,40226.59418707454,32.35296975538847,41560.598828125,41138.41705066347,25.3521487214135,42742.9755859375,42331.359246902844,36.805567504779496,42616.8546875,43032.43332751349,40.57968747705746,43068.129296875,44054.02057173138,46.84210594952694
2010-02-08,40082.625,40910.29252405051,39491.437141209506,39609.673205719664,786752.0,2.3,21.3,6.739999771118164,7959.0,39893.44453125,40178.6044580497,53.33328928372026,41123.11875,40946.45485963375,23.188398857965296,42577.442578125,42117.194080531146,40.27777873371569,42616.8546875,42842.12311283521,40.57968747705746,43068.129296875,43923.81088085494,46.84210594952694
2010-02-09,38782.0078125,40082.62330780194,38309.05603818662,39491.435473970065,1604230.0,2.3,20.61,6.519999980926514,7959.0,39680.615625,39713.07224286647,39.02435486795189,40579.225,40552.91903288216,20.51282268489419,42246.3767578125,41799.557293099606,29.710165571451455,42616.8546875,42580.18019023294,40.57968747705746,43068.129296875,43755.227173695755,46.84210594952694
2010-02-10,38072.5859375,39373.201630476295,38072.5859375,39373.201630476295,1074665.0,2.3,20.23,6.400000095367432,7959.0,39420.49375,39166.24347441098,37.20934878146224,40011.6828125,40101.94937917631,19.99998348139509,41938.9587890625,41444.60764018536,30.597046571624674,42616.8546875,42289.36765779856,40.57968747705746,43068.129296875,43568.911067590976,46.84210594952694
2010-02-11,39491.4375,39491.4375,38309.05800355692,38427.29783726117,1206371.0,2.3,20.98,6.639999866485596,7959.0,39184.01875,39274.64148294066,38.63637046225188,39656.96953125,39990.94721932607,32.558135961357166,41755.6904296875,41258.591436358176,38.68615074907677,42616.8546875,42108.85603471479,40.57968747705746,43068.129296875,43435.22340963717,46.84210594952694
2010-02-12,41028.51953125,41501.471221123196,40200.85595803142,40673.807647904614,1937112.0,2.3,21.8,6.900000095367432,7959.0,39491.43515625,39859.26749904377,63.82974386226103,39668.792578125,40179.59673058497,50.61724668862355,41667.01171875,41236.67982634787,44.89793854400189,42616.8546875,42039.15690545899,40.57968747705746,43068.129296875,43356.315085755625,46.84210594952694
2010-02-16,41737.953125,42329.14093910248,40910.28943163262,41265.0013664702,939104.0,2.3,22.18,7.019999980926514,7959.0,39822.50078125,40485.49604102918,64.58334480461201,39857.97265625,40462.93425684224,60.25639450886944,41548.77421875,41284.420140505215,42.95777007219793,42486.79309895833,42019.7244034939,42.253516102249215,43068.129296875,43303.254037861996,46.84210594952694
2010-02-17,41856.1875,42447.379058485036,41028.52383986424,42210.9031887149,1031384.0,2.3,22.24,7.039999961853027,7959.0,40437.33671875,40942.39319401946,84.21059037709504,40058.976171875,40716.253028325475,60.75946402680786,41448.2720703125,41338.874174742814,43.971634861519036,42360.67265625,42009.17363552655,42.523351861472,43068.129296875,43255.809233341926,46.84210594952694
2010-02-18,40792.0546875,41856.19439264243,40792.0546875,41619.718483930774,782637.0,2.3,21.67,6.860000133514404,7959.0,40981.23046875,40892.28035851297,78.04886303202204,40200.862109375,40730.03514817538,57.142902091576275,41288.651171875,41286.79612833874,40.93960549996752,42206.963671875,41930.64983242806,41.17647058823529,43068.129296875,43175.030395773334,46.84210594952694
2010-02-19,40673.8125,41146.7604781735,40082.62093307407,40555.572679367026,700269.0,2.3,21.61,6.840000152587891,7959.0,41217.70546875,40819.45773900865,66.66666666666666,40200.862109375,40719.81284850713,50.0,41087.646484375,41228.41673516362,38.194418634102966,42045.372265625,41849.563552916574,40.72399123511193,43068.129296875,43093.02325164961,46.84210594952694
2010-02-22,41619.70703125,42092.65871852908,41146.75534397092,41264.99514985018,813675.0,2.3,22.11,7.0,7959.0,41335.94296875,41086.2075030891,60.0,40413.6890625,40883.429972642196,62.499971321763844,40987.1439453125,41265.682477648035,44.055913844348254,41966.54674479167,41834.73409990583,45.370349127281216,43068.129296875,43044.71780180044,46.84210594952694
2010-02-23,41619.70703125,42210.898524408345,41619.70703125,41619.70703125,329842.0,2.3,22.11,7.0,7959.0,41312.29375,41264.04067914274,47.368219716399615,40567.397265625,41017.298528752704,59.70146089095265,40845.2580078125,41299.399101800605,41.176423432952056,41907.427473958334,41820.861385799,46.44547366179563,43068.129296875,42997.99613719223,46.84210594952694
2010-02-24,42092.6640625,42329.139936161875,40910.28846231008,40910.28846231008,386886.0,2.3,22.36,7.079999923706055,7959.0,41359.5890625,41540.24847359516,54.54548184900753,40898.462890625,41212.81953488857,73.33337738309194,40738.8439453125,41374.94814567674,43.47825046084604,41797.07213541667,41838.39704236035,42.929288462979194,43068.129296875,42968.31311834986,46.84210594952694
2010-02-25,42683.84765625,42683.84765625,41737.944338322086,42092.656198485674,792329.0,2.3,22.68,7.179999828338623,7959.0,41737.94765625,41921.44820114678,94.44423031390924,41359.5890625,41480.279193317925,83.05084555947586,40685.6359375,41499.60524192181,46.76252700320461,41745.835546875,41892.94224325646,46.63210936321818,43068.129296875,42958.986381887575,46.84210594952694
2010-02-26,42802.09375,43393.28157863791,41974.430036282996,42565.6178649209,615335.0,2.3,22.74,7.199999809265137,7959.0,42163.60390625,42214.99671743119,100.0,41690.6546875,41720.609112714665,79.16668960922401,40673.812109375,41623.65176650068,49.25372766348144,41734.01184895833,41951.5971791754,49.18919478790273,43068.129296875,42953.842361169955,46.84210594952694
2010-03-02,44575.66015625,44693.899980600574,43275.04469711118,43866.232514505304,1082884.0,2.3,23.68,7.5,7959.0,42754.79453125,43001.88453037079,100.0,42045.36875,42239.709302448355,80.00005285957062,40857.0806640625,41904.79542266729,61.832070309357434,41793.13072916667,42120.89156479312,53.8071051518128,43068.129296875,43007.016715107,46.84210594952694
2010-03-03,43275.046875,44930.378122378264,43156.807044698806,44693.902229895655,923753.0,2.3,22.99,7.28000020980835,7959.0,43085.8625,43092.938645247195,69.44454386191921,42199.078125,42427.952497457736,61.818215674567185,41028.525390625,42035.29556098468,60.902260121512555,41765.5421875,42195.35319770969,48.22336855627314,43068.129296875,43015.80458920185,46.84210594952694
2010-03-04,43748.0078125,44457.43563836745,43393.292015506,43629.767957461816,439606.0,2.3,23.24,7.360000133514404,7959.0,43416.93125,43311.295034331466,69.44457190262847,42388.26015625,42667.962554738144,63.793207548889384,41223.6181640625,42198.411013509955,62.0438237836808,41761.60143229167,42295.52446318004,49.748776087567535,43068.129296875,43039.811252260806,46.84210594952694
2010-03-05,43748.0078125,44693.91158032327,43629.767957461816,43748.0078125,700220.0,2.3,23.24,7.360000133514404,7959.0,43629.76328125,43456.865960387644,64.516342174843,42683.85546875,42864.33441978575,75.51022196931184,41442.3587890625,42345.991661032815,63.909827664752825,41753.71927083333,42389.23306636197,49.49497275347346,43068.129296875,43063.03081161291,46.84210594952694
2010-03-08,45285.08984375,45285.08984375,44339.18627869251,44812.13806122126,1265344.0,2.3,24.06,7.619999885559082,7959.0,44126.3625,44066.27392150843,74.4186403864283,43144.983203125,43304.471769597425,81.96724330196962,41672.92265625,42625.90577367255,64.44447326709073,41773.425390625,42576.06253587088,51.21950118926003,43068.129296875,43135.885206109204,46.84210594952694
2010-03-09,45403.32421875,45403.32421875,44457.424456949084,45403.32421875,573454.0,2.3,24.12,7.639999866485596,7959.0,44291.8953125,44511.95735392229,62.068977302243354,43523.344921875,43686.08130580698,79.62967721410567,41968.5169921875,42890.42181606088,69.84128732131353,41832.544270833336,42758.46651541147,53.80710770564642,43068.129296875,43210.22746881874,46.84210594952694
2010-03-10,44220.9453125,45639.79673459925,44102.70549592211,45403.32086956282,702108.0,2.3,23.5,7.440000057220459,7959.0,44481.075,44414.953340114866,64.28566371848481,43783.46875,43783.329307023894,67.18753629577398,42175.4330078125,43017.13833953127,63.3587863265021,41824.66158854167,42852.819986191374,49.49998934548399,43068.129296875,43243.3657587755,46.84210594952694
2010-03-11,44693.90625,44930.38216375302,44102.71458155739,44575.66640906344,717381.0,2.3,23.75,7.519999980926514,7959.0,44670.2546875,44507.93764340991,64.28566371848481,44043.59296875,43948.88875120137,67.18755323377434,42471.0279296875,43176.830521480675,70.1613337248071,41840.426953125,42971.59974514677,50.990119899056474,43068.129296875,43290.92446340581,46.84210594952694
2010-03-12,44693.90625,44930.38216375302,43275.050767481865,44812.14232281646,714517.0,2.3,23.75,7.519999980926514,7959.0,44859.434375,44569.92717893994,64.28566371848481,44244.598828125,44084.34647825566,64.40686792465509,42802.0939453125,43321.3139241968,73.72883586254937,41871.95690104167,43082.71629384698,52.02019342465626,43068.129296875,43336.923866244964,46.84210594952694
2010-03-15,43511.51953125,44930.374780616236,43393.279709743074,44812.1349591093,421249.0,2.3,23.12,7.320000171661377,7959.0,44504.7203125,44217.124629709964,20.000105718582418,44315.54140625,43980.19612425463,54.411751130916144,43003.098046875,43339.428743916156,64.65515547288655,41887.721875,43110.38101884072,50.99009488065135,43068.129296875,43342.64831427791,46.84210594952694
2010-03-16,44457.42578125,44457.42578125,43156.80650480653,43393.282394330825,579577.0,2.3,23.62,7.480000019073486,7959.0,44315.540625,44297.22501355664,37.50012905090801,44303.71796875,44066.96515279925,49.18035361670185,43174.543359375,43445.904652233665,63.063083173355956,42005.959765625,43197.287132544545,57.81250510829587,43068.129296875,43379.198395162246,46.84210594952694
2010-03-17,44812.1328125,44930.372628342964,44457.42090120975,44812.1328125,423211.0,2.3,23.81,7.539999961853027,7959.0,44433.778125,44468.86094653777,59.99992071106319,44457.4265625,44202.450181835746,62.26408037629951,43328.25234375,43576.021619878076,62.037020042581304,42171.492447916666,43301.47072479974,61.290306537589366,43068.129296875,43426.1798514684,46.84210594952694
2010-03-18,43275.046875,44812.13829207707,43275.046875,44220.95044493044,927302.0,2.3,22.99,7.28000020980835,7959.0,44150.00625,44070.92292269185,32.35287258706768,44410.13046875,44033.831398774695,46.77412651132059,43399.1953125,43547.357358461115,55.00001927171634,42285.78893229167,43299.765960296536,57.28643040887324,43068.129296875,43421.22467191206,46.84210594952694
2010-03-19,43984.47265625,44102.70871333419,43393.28106647023,43511.52089167403,349292.0,2.3,23.37,7.400000095367432,7959.0,44008.11953125,44042.106167211234,42.499927731043854,44433.776953125,44024.857081952025,51.47052178927776,43558.8162109375,43588.987386821966,61.53844416188686,42439.49817708333,43343.94058584193,59.70150431267639,43068.129296875,43439.69181893953,46.84210594952694
2010-03-22,43511.51953125,44457.423030827485,43393.279709743074,44339.18320932056,1113115.0,2.3,23.12,7.320000171661377,7959.0,44008.11953125,43865.243955224156,50.0,44256.419921875,43931.52298182438,37.28812800064507,43700.7015625,43581.60949581511,59.99999449379684,42534.08841145833,43354.75213070697,56.18556990708188,43068.129296875,43442.04682590052,46.84210594952694
2010-03-23,44930.37890625,44930.37890625,43866.23548745294,43984.475319816986,1190678.0,2.3,23.87,7.559999942779541,7959.0,44102.71015625,44220.28893889944,55.263185349534346,44209.125390625,44113.13314990177,47.142898944981795,43866.23515625,43710.063725380336,61.290352661332044,42715.386458333334,43456.40547106459,61.73470118743593,43068.129296875,43490.844599026736,46.84210594952694
2010-03-24,44575.66015625,45403.323854225695,44457.42410001901,44693.899980600574,358894.0,2.3,23.68,7.5,7959.0,44055.415625,44338.74601134963,47.368457658932776,44244.596875,44197.2289692378,52.38095487809036,44014.0328125,43792.50148070126,59.842529721754126,42865.154296875,43528.615450753976,59.79381021950515,43068.129296875,43526.41232221438,46.84210594952694
2010-03-25,44930.37890625,45166.851034738414,44220.95121642524,44930.37890625,652848.0,2.3,23.87,7.559999942779541,7959.0,44386.48203125,44535.95697631642,74.9999115078705,44268.244140625,44330.52895778547,51.6128791612826,44155.9185546875,43900.87075932496,59.52381888808918,43070.1,43619.051802721464,63.97850235869793,43068.129296875,43572.44401349424,46.84210594952694
2010-03-26,44693.90625,45403.33022313896,44339.19049531041,45403.33022313896,635123.0,2.3,23.75,7.519999980926514,7959.0,44528.36875,44588.606734210945,62.500051620398736,44268.244140625,44396.597556369925,50.0,44256.421484375,43976.39794891306,56.91061081432868,43290.81067708333,43688.39725093298,65.38461678094762,43068.129296875,43609.21326715017,46.84210594952694
2010-03-29,44575.66015625,44930.37586118214,44220.94821943744,44575.66015625,283208.0,2.3,23.68,7.5,7959.0,44741.196875,44584.29120822396,71.42839163567487,44374.658203125,44429.15439271175,58.1818028918928,44345.0998046875,44033.470540088005,56.09754721831044,43460.284765625,43745.640019017956,62.57308032116798,43068.129296875,43640.90005039934,46.84210594952694
2010-03-30,42802.09375,44812.13688911248,42329.14197984181,44575.66100403338,2531484.0,2.3,22.74,7.199999809265137,7959.0,44315.53984375,43990.225388815976,12.500120447597041,44209.125,44133.32518494598,38.70967398156205,44256.421484375,43916.196560079625,43.90245278168956,43519.40390625,43684.76606617809,54.3352717060538,43068.129296875,43613.398204484605,46.84210594952694
2010-03-31,42565.609375,43038.56105082564,42329.13353708718,42920.32501592868,1227395.0,2.3,22.62,7.159999847412109,7959.0,43913.5296875,43515.353384210655,13.043584428940989,43984.47265625,43848.28594677398,34.42624815317092,44220.949609375,43787.56920911966,47.368389022164436,43546.992447916666,43612.56240868274,52.070981857307515,43016.8927734375,43579.044472370355,46.59685030721591
2010-04-01,44339.1796875,44575.65554361131,42565.61265072477,42802.08850683608,1394097.0,1.6,23.56,7.460000038146973,7959.0,43795.28984375,43789.96215197377,42.85704846542668,44090.8859375,43937.53935417871,57.14277473743385,44250.508203125,43840.10354039398,51.99993762583855,43629.75885416667,43659.440942799985,55.73769130421752,42995.21575520833,43603.96693844018,48.61460449910371
2010-04-02,43748.0078125,44339.19578332926,43393.292015506,44102.719841373444,519706.0,1.6,23.24,7.360000133514404,7959.0,43606.11015625,43775.97737214918,39.473734544234226,44067.239453125,43903.079073873494,48.387174124448826,44250.508203125,43831.33251868979,50.0,43728.290625,43665.15493439354,56.98325032815714,42967.6271484375,43608.6895900487,48.25001356591436
2010-04-05,44693.90625,45048.61823656948,43748.00259498791,43748.00259498791,812513.0,1.6,23.75,7.519999980926514,7959.0,43629.759375,44081.95366476612,51.11119105320692,44185.478125,44046.86583316922,57.57580156466103,44220.9490234375,43913.48239786219,48.00002114380031,43862.29375,43731.525987013316,59.139796405551955,42953.8330078125,43644.27046414546,49.14006601277299
2010-04-06,45166.84765625,45639.79941408963,44575.65984301024,45166.84765625,802849.0,1.6,24.0,7.599999904632568,7959.0,44102.71015625,44443.58499526075,79.4118761642036,44209.125,44250.49889191118,51.72408882691556,44209.1251953125,44032.85051770865,49.21874758028298,43980.53177083333,43824.12738502859,58.241767018700514,42973.5392578125,43694.19102782102,51.25627811173789
2010-04-07,45166.84765625,46585.70292976889,45048.61160084987,45166.84765625,1364747.0,1.6,24.0,7.599999904632568,7959.0,44622.9578125,44684.67254892384,84.37533876318014,44268.24375,44417.1077581546,54.54544908474722,44256.4203125,44140.850245188776,53.389826949453926,44098.769791666666,43910.75449930094,58.241767018700514,43003.0986328125,43742.47485170393,51.90839187704433
2010-04-08,45876.2734375,45994.51325623736,45166.84582943403,45285.08564817139,681676.0,1.6,24.37,7.71999979019165,7959.0,44930.3765625,45081.8728451159,78.26124428305485,44362.833203125,44682.410608944665,56.89650949452349,44315.538671875,44306.12864445651,54.16662766438362,44224.89010416667,44037.56217273314,58.69564748999726,43010.981119791664,43812.435461074296,50.52355792278161
2010-04-09,44930.37890625,45639.802827954925,44339.187280669445,45403.326931346666,1016470.0,1.6,23.87,7.559999942779541,7959.0,45166.85078125,45031.37486549393,69.23079855397498,44386.48046875,44727.49575390927,51.562484675070195,44327.3623046875,44365.58105034161,50.78124052276279,44299.77447916667,44095.16325231487,55.08024158513658,43022.805013020836,43849.08934452268,50.78948125715028
2010-04-12,44930.37890625,45285.09086710246,44457.42711303349,44575.6631772777,491000.0,1.6,23.87,7.559999942779541,7959.0,45214.1453125,44997.70954574596,55.55553516202153,44421.95234375,44764.383599789406,52.38099732974222,44398.3052734375,44419.37132233288,55.08477138771081,44370.71731770833,44149.04813321392,54.83872056377865,43052.364583333336,43884.54146130063,52.02157162316927
2010-04-13,46230.99609375,46230.99609375,45403.32854219664,46112.756257190966,1192852.0,1.6,24.56,7.78000020980835,7959.0,45426.975,45408.805061747305,68.00018500898615,44764.842578125,45031.04041687315,74.57640785348434,44486.9837890625,44591.907014848795,56.19836561065712,44425.895182291664,44283.367356474315,53.84616920581398,43109.512955729166,43961.474400069455,53.82586414374945
2010-04-14,46230.99609375,46940.42004062435,45876.28035219286,46349.232162189066,824583.0,1.6,24.56,7.78000020980835,7959.0,45639.8046875,45682.86873908154,68.00018500898615,45131.38125,45249.21417630531,77.19323463456281,44557.926953125,44748.01073664891,55.084783962931084,44524.42682291667,44409.02082339533,57.30995044608952,43144.98450520833,44035.88494740324,52.44566610368717
2010-04-15,46112.74609375,46230.98590424849,45166.84268223862,45994.51005137065,717406.0,1.6,24.5,7.760000228881836,7959.0,45687.09921875,45826.16119063769,54.99992566640072,45308.737890625,45406.21997947707,67.44194444337734,44699.8119140625,44877.985532563296,61.320715610987435,44603.25143229167,44518.93858277305,55.952334365025536,43182.426432291664,44103.97875548018,52.588551443177245
2010-04-16,44457.42578125,45758.041289573746,43866.23417337941,45639.80146075174,1880512.0,1.6,23.62,7.480000019073486,7959.0,45592.50859375,45369.91605417513,42.307672759062356,45379.6796875,45233.71194343579,55.76917578846451,44723.4595703125,44837.93222291441,51.754393082814495,44626.898697916666,44514.97001493286,51.64833130178519,43190.308984375,44115.5671825546,50.526317802822696
2010-04-19,43393.28515625,44457.42861090035,43156.80925167436,44457.42861090035,628609.0,1.6,23.06,7.300000190734863,7959.0,45285.08984375,44711.039088200094,31.428566034743795,45249.617578125,44899.088891220184,39.622576822646394,44717.5478515625,44700.34678799399,49.57984406423549,44563.838541666664,44442.60324985655,45.50561985440607,43168.63196614583,44091.88580464297,48.56396297035249
2010-04-20,42920.328125,43629.751922008945,42802.08831341906,43629.751922008945,1477537.0,1.6,22.8,7.21999979019165,7959.0,44622.95625,44114.13543380007,0.0,45024.965625,44539.31420645287,32.075466993631295,44617.0453125,44530.821201042185,42.342310433963476,44481.072005208334,44344.39195147871,44.198894220879474,43156.80813802083,44053.474077441555,49.20634601555232
2010-04-21,44102.703125,44693.89463986881,43275.039525926615,43393.2755680289,2013299.0,1.6,23.43,7.420000076293945,7959.0,44197.29765625,44110.324664200045,26.315684230568266,44918.551171875,44459.93037346144,42.857112891392966,44593.3974609375,44490.04805094293,48.30506267979757,44477.130598958334,44328.79912396396,49.72374682176514,43150.89609375,44055.08814457461,49.606288902757015
2010-04-22,43748.0078125,44220.959696411635,43275.055928588365,44220.959696411635,654353.0,1.6,23.24,7.360000133514404,7959.0,43724.35,43989.55238030003,25.000061945126532,44705.724609375,44330.48990783209,35.0000660746379,44534.27890625,44419.3775520436,45.762726575074915,44445.60065104167,44291.32871677274,47.777785527258125,43143.01380208333,44045.01993696561,49.47645464244349
